list_number,is_target,test_position,type_general,type_specific,meanx
8,false,27,SOn,SOn,0.7631578947368421
8,true,28,Tn,Tn+1,0.8863636363636364
9,true,1,T,T,0.7680412371134021
9,false,5,Tn,Tn,0.9666666666666667
9,false,10,SOn,SOn,0.813953488372093
9,true,14,T,T,0.86
9,false,17,Fn,Fn,0.7045454545454546
9,false,18,Fn,Fn,0.6046511627906976
9,false,22,Fn,Fn,0.8148148148148148
9,false,25,F,F,0.05128205128205128
10,false,18,Fn,Fn,0.6590909090909091
10,false,26,Fn,Fn+1,0.0425531914893617
10,false,29,Fn,Fn,0.6491228070175439
1,true,7,Tn,Tn+1,0.8867924528301887
1,false,13,Fn,Fn+1,0.043478260869565216
2,false,1,SOn,SOn,0.8181818181818182
2,false,7,Fn,Fn,0.8301886792452831
2,false,10,F,F,0.0
2,false,12,SOn,SOn,0.9024390243902439
2,false,14,Tn,Tn,0.9795918367346939
2,false,20,F,F,0.05454545454545454
2,false,24,SOn,SOn,0.8771929824561403
2,false,27,Fn,Fn,0.8367346938775511
3,false,12,Fn,Fn,0.8888888888888888
3,false,13,F,F,0.038461538461538464
3,false,21,F,F,0.05660377358490566
3,false,23,Fn,Fn+1,0.04
3,false,24,SOn,SOn,0.7777777777777778
3,false,25,Fn,Fn,0.8032786885245902
4,true,1,Tn,Tn+1,0.8409090909090909
4,false,4,Tn,Tn,1.0
4,false,10,F,F,0.04081632653061224
4,false,14,Tn,Tn,0.9803921568627451
4,false,15,Fn,Fn+1,0.15
4,false,19,F,F,0.044444444444444446
4,false,22,SOn,SOn,0.8260869565217391
4,false,23,SOn,SOn,0.8372093023255814
4,false,26,Tn,Tn,0.9565217391304348
5,false,7,Tn,Tn,0.9649122807017544
5,false,9,SOn,SOn,0.7894736842105263
5,false,21,Fn,Fn+1,0.09523809523809523
5,false,22,Fn,Fn,0.7931034482758621
5,false,23,F,F,0.08928571428571429
5,false,24,F,F,0.018867924528301886
5,true,26,Tn,Tn+1,0.9387755102040817
6,true,1,Tn,Tn+1,0.8
6,false,8,Tn,Tn,0.9782608695652174
6,false,14,Fn,Fn+1,0.03636363636363636
6,false,22,Fn,Fn,0.7906976744186046
6,false,23,F,F,0.13333333333333333
6,false,29,Fn,Fn+1,0.08108108108108109
7,false,6,Tn,Tn,0.9607843137254902
7,false,12,Fn,Fn+1,0.06
7,false,18,Fn,Fn,0.7446808510638298
7,false,19,F,F,0.05
7,false,21,SOn,SOn,0.6521739130434783
7,false,23,Fn,Fn,0.7692307692307693
7,true,27,T,T,0.9230769230769231
7,false,28,SOn,SOn,0.7708333333333334
8,false,1,SOn,SOn,0.6785714285714286
8,false,2,F,F,0.041666666666666664
8,false,5,Fn,Fn,0.7254901960784313
8,true,6,Tn,Tn+1,0.8571428571428571
8,false,13,F,F,0.03508771929824561
8,false,19,SOn,SOn,0.7073170731707317
8,false,20,Fn,Fn+1,0.0851063829787234
8,false,21,SOn,SOn,0.8
8,true,22,T,T,0.8901098901098901
8,true,26,T,T,0.8899521531100478
8,false,27,Tn,Tn,0.9454545454545454
8,false,28,Fn,Fn+1,0.04081632653061224
9,true,1,Tn,Tn+1,0.8297872340425532
9,false,2,Tn,Tn,0.9032258064516129
9,false,7,Tn,Tn,0.9534883720930233
9,false,10,Fn,Fn,0.7321428571428571
9,false,15,SOn,SOn,0.7142857142857143
9,false,17,F,F,0.08695652173913043
9,false,18,Fn,Fn+1,0.025
9,false,30,Fn,Fn,0.7608695652173914
10,false,3,Tn,Tn,0.9615384615384616
10,false,6,Tn,Tn,0.9591836734693877
10,false,10,Fn,Fn+1,0.06
10,true,12,Tn,Tn+1,0.8846153846153846
10,false,14,F,F,0.07142857142857142
10,false,16,Fn,Fn+1,0.05263157894736842
10,true,20,Tn,Tn+1,0.9454545454545454
10,false,23,Tn,Tn,0.9824561403508771
10,false,27,SOn,SOn,0.7843137254901961
10,false,29,Fn,Fn+1,0.13043478260869565
1,false,2,Fn,Fn+1,0.04
1,true,6,Tn,Tn+1,0.8888888888888888
1,false,24,Fn,Fn+1,0.08695652173913043
2,false,1,F,F,0.02040816326530612
2,false,5,Fn,Fn,0.8723404255319149
2,false,22,Fn,Fn,0.8775510204081632
2,true,23,Tn,Tn+1,0.8596491228070176
2,true,27,Tn,Tn+1,0.9772727272727273
2,false,30,F,F,0.14814814814814814
3,false,3,SOn,SOn,0.9069767441860465
3,false,4,Fn,Fn+1,0.05357142857142857
3,false,5,Tn,Tn,0.9827586206896551
3,false,6,Fn,Fn,0.7924528301886793
3,true,7,Tn,Tn+1,0.8125
3,false,27,Fn,Fn,0.8717948717948718
4,false,2,Fn,Fn+1,0.037037037037037035
4,false,3,Fn,Fn,0.7358490566037735
4,false,8,SOn,SOn,0.8536585365853658
4,false,11,F,F,0.06382978723404255
4,true,18,Tn,Tn+1,0.8
4,false,25,Fn,Fn+1,0.09259259259259259
4,false,26,Fn,Fn+1,0.0
4,false,29,Tn,Tn,1.0
5,true,1,Tn,Tn+1,0.9166666666666666
5,false,2,Fn,Fn,0.7608695652173914
5,false,15,Fn,Fn,0.8043478260869565
5,true,17,Tn,Tn+1,0.8771929824561403
5,false,21,Tn,Tn,0.9777777777777777
6,false,4,F,F,0.07317073170731707
6,false,7,Tn,Tn,0.9649122807017544
6,false,10,Fn,Fn,0.6458333333333334
6,false,11,SOn,SOn,0.6595744680851063
6,true,13,Tn,Tn+1,0.9629629629629629
6,false,15,Fn,Fn+1,0.05357142857142857
6,false,18,Fn,Fn+1,0.1206896551724138
6,false,19,F,F,0.0392156862745098
6,false,24,SOn,SOn,0.851063829787234
6,false,30,Tn,Tn,0.9069767441860465
7,true,2,Tn,Tn+1,0.8333333333333334
7,false,10,Fn,Fn,0.8085106382978723
7,false,18,SOn,SOn,0.8269230769230769
7,false,23,F,F,0.022222222222222223
7,true,24,T,T,0.9120879120879121
7,false,28,Tn,Tn,0.9387755102040817
7,false,29,Tn,Tn,0.9622641509433962
8,false,8,SOn,SOn,0.7843137254901961
8,true,16,Tn,Tn+1,0.8363636363636363
8,false,20,F,F,0.08771929824561403
9,false,7,Fn,Fn+1,0.018867924528301886
9,false,9,SOn,SOn,0.76
9,true,12,Tn,Tn+1,0.9024390243902439
9,false,13,Tn,Tn,0.9782608695652174
9,false,16,Fn,Fn,0.7818181818181819
9,false,22,Fn,Fn+1,0.045454545454545456
9,true,24,Tn,Tn+1,0.8524590163934426
10,false,1,F,F,0.022727272727272728
10,true,3,Tn,Tn+1,0.9302325581395349
10,true,5,Tn,Tn+1,0.94
10,false,6,Fn,Fn,0.6458333333333334
10,false,11,SOn,SOn,0.7321428571428571
10,false,24,Fn,Fn+1,0.09803921568627451
10,true,27,Tn,Tn+1,0.9069767441860465
10,false,29,Tn,Tn,0.94
10,false,30,Fn,Fn+1,0.046153846153846156
1,false,10,Fn,Fn+1,0.022222222222222223
2,true,4,Tn,Tn+1,0.9423076923076923
2,false,5,Fn,Fn+1,0.0425531914893617
2,false,7,F,F,0.06521739130434782
2,false,9,Fn,Fn,0.8958333333333334
2,false,10,Fn,Fn,0.8235294117647058
2,false,17,Fn,Fn+1,0.027777777777777776
3,false,3,Tn,Tn,1.0
3,false,7,SOn,SOn,0.8431372549019608
3,false,12,Fn,Fn+1,0.0
3,false,15,Tn,Tn,0.9591836734693877
3,false,18,SOn,SOn,0.8367346938775511
3,false,20,Tn,Tn,0.9795918367346939
3,false,26,Fn,Fn,0.8301886792452831
3,false,30,F,F,0.12195121951219512
4,false,1,Fn,Fn,0.6842105263157895
4,false,5,SOn,SOn,0.7222222222222222
4,false,8,Fn,Fn+1,0.03773584905660377
4,false,25,Tn,Tn,1.0
4,false,28,Tn,Tn,1.0
5,false,5,Fn,Fn,0.72
5,false,11,Fn,Fn,0.875
5,false,15,F,F,0.03636363636363636
5,false,16,F,F,0.0425531914893617
5,false,26,Tn,Tn,0.9807692307692307
6,false,3,Tn,Tn,0.9795918367346939
6,false,8,F,F,0.04081632653061224
6,false,9,Fn,Fn+1,0.05084745762711865
6,true,12,Tn,Tn+1,0.8852459016393442
6,false,18,Tn,Tn,0.9545454545454546
6,false,20,F,F,0.05263157894736842
7,false,1,Fn,Fn+1,0.02
7,false,2,Fn,Fn+1,0.037037037037037035
7,false,3,SOn,SOn,0.6222222222222222
7,false,4,Fn,Fn,0.5952380952380952
7,false,11,Tn,Tn,0.9387755102040817
7,false,14,Tn,Tn,0.9761904761904762
7,false,26,F,F,0.07894736842105263
8,true,5,Tn,Tn+1,0.8301886792452831
8,false,6,Fn,Fn,0.6610169491525424
8,false,7,Fn,Fn+1,0.019230769230769232
8,false,12,Fn,Fn,0.6491228070175439
8,false,18,SOn,SOn,0.7818181818181819
8,false,25,SOn,SOn,0.7962962962962963
8,false,30,Fn,Fn+1,0.16
9,false,5,Fn,Fn+1,0.02127659574468085
9,false,6,SOn,SOn,0.68
9,false,15,Fn,Fn,0.74
9,false,20,F,F,0.03571428571428571
9,false,21,Fn,Fn,0.6888888888888889
9,false,26,Fn,Fn+1,0.08333333333333333
9,true,28,Tn,Tn+1,0.9230769230769231
9,true,29,Tn,Tn+1,0.9803921568627451
10,false,4,Tn,Tn,0.9423076923076923
10,false,5,SOn,SOn,0.7
10,false,8,Fn,Fn,0.6326530612244898
10,false,11,Fn,Fn,0.7884615384615384
10,false,15,SOn,SOn,0.6557377049180327
10,false,20,F,F,0.043478260869565216
10,false,22,Tn,Tn,0.926829268292683
10,true,23,Tn,Tn+1,0.975609756097561
10,true,25,Tn,Tn+1,0.9038461538461539
1,true,9,Tn,Tn+1,0.9814814814814815
1,false,11,Fn,Fn+1,0.025
2,false,3,Fn,Fn+1,0.046511627906976744
2,true,8,Tn,Tn+1,0.9473684210526315
2,false,15,Fn,Fn+1,0.02040816326530612
2,false,17,F,F,0.0
2,false,22,Tn,Tn,0.9705882352941176
3,true,1,Tn,Tn+1,0.7962962962962963
3,false,5,F,F,0.08771929824561403
3,true,13,Tn,Tn+1,0.9183673469387755
3,false,21,SOn,SOn,0.8372093023255814
3,false,22,Fn,Fn+1,0.07142857142857142
4,false,2,Tn,Tn,0.9375
4,false,3,SOn,SOn,0.7346938775510204
4,false,7,Fn,Fn,0.8070175438596491
4,false,21,Fn,Fn,0.8627450980392157
4,false,23,Tn,Tn,0.9814814814814815
4,false,28,F,F,0.07407407407407407
4,false,30,Tn,Tn,1.0
5,false,1,SOn,SOn,0.6226415094339622
5,false,2,Tn,Tn,0.918918918918919
5,false,3,Fn,Fn,0.6470588235294118
5,false,10,F,F,0.045454545454545456
5,false,12,Fn,Fn+1,0.02127659574468085
5,false,13,F,F,0.05357142857142857
5,false,27,SOn,SOn,0.7727272727272727
5,false,30,Fn,Fn+1,0.12
6,false,2,F,F,0.023809523809523808
6,false,4,Fn,Fn,0.72
6,false,7,Fn,Fn,0.7446808510638298
6,false,16,Tn,Tn,0.9245283018867925
6,true,19,Tn,Tn+1,0.7962962962962963
6,false,22,Tn,Tn,0.9803921568627451
6,false,24,F,F,0.04918032786885246
7,false,6,Fn,Fn+1,0.046511627906976744
7,false,15,Fn,Fn+1,0.022727272727272728
7,false,16,Fn,Fn+1,0.03636363636363636
7,true,19,Tn,Tn+1,0.8888888888888888
7,false,21,F,F,0.07142857142857142
7,false,30,Fn,Fn,0.7758620689655172
8,false,4,F,F,0.017543859649122806
8,false,9,SOn,SOn,0.7708333333333334
8,false,16,Fn,Fn+1,0.06666666666666667
8,false,29,Fn,Fn,0.6170212765957447
9,false,9,Fn,Fn,0.6938775510204082
9,true,11,Tn,Tn+1,0.7708333333333334
10,false,4,F,F,0.017857142857142856
10,false,5,Tn,Tn,0.8823529411764706
10,false,6,SOn,SOn,0.6607142857142857
10,true,8,Tn,Tn+1,0.7843137254901961
10,false,9,Fn,Fn+1,0.0
10,false,16,Fn,Fn,0.6888888888888889
10,false,20,Fn,Fn+1,0.02
10,false,24,F,F,0.061224489795918366
1,true,28,Tn,Tn+1,0.9032258064516129
1,true,30,Tn,Tn+1,0.9629629629629629
2,true,9,Tn,Tn+1,0.8035714285714286
2,false,10,Fn,Fn+1,0.0392156862745098
2,false,15,SOn,SOn,0.9565217391304348
2,false,16,Fn,Fn,0.864406779661017
2,false,21,Fn,Fn,0.7916666666666666
2,false,25,F,F,0.061224489795918366
2,false,29,Tn,Tn,1.0
3,false,7,Fn,Fn,0.75
3,false,15,F,F,0.0392156862745098
3,false,19,F,F,0.08888888888888889
3,true,24,Tn,Tn+1,0.9166666666666666
4,false,5,F,F,0.05
4,false,6,Fn,Fn+1,0.023255813953488372
4,true,8,Tn,Tn+1,0.9
4,false,20,Tn,Tn,0.9814814814814815
4,false,30,Fn,Fn+1,0.10714285714285714
5,false,1,Fn,Fn+1,0.01694915254237288
5,true,4,Tn,Tn+1,0.9019607843137255
5,false,5,SOn,SOn,0.6470588235294118
5,false,6,Tn,Tn,0.975
5,false,8,F,F,0.12244897959183673
5,true,9,Tn,Tn+1,0.7916666666666666
5,false,12,Fn,Fn,0.6444444444444445
5,false,28,SOn,SOn,0.6538461538461539
5,false,29,Fn,Fn+1,0.125
6,false,7,Fn,Fn+1,0.03571428571428571
6,false,18,F,F,0.038461538461538464
6,false,20,Tn,Tn,0.9555555555555556
6,false,21,SOn,SOn,0.7352941176470589
6,true,29,Tn,Tn+1,0.9
7,false,11,Fn,Fn,0.8301886792452831
7,true,23,Tn,Tn+1,0.8958333333333334
8,false,2,SOn,SOn,0.6862745098039216
8,false,20,Tn,Tn,0.9215686274509803
8,false,21,F,F,0.022727272727272728
8,false,23,Tn,Tn,0.9545454545454546
9,false,4,Fn,Fn,0.7346938775510204
9,false,10,Fn,Fn+1,0.03125
9,true,17,Tn,Tn+1,0.813953488372093
9,false,22,F,F,0.05
9,false,25,SOn,SOn,0.8
10,false,16,Tn,Tn,0.9807692307692307
1,true,21,Tn,Tn+1,0.9574468085106383
2,true,7,Tn,Tn+1,0.75
2,false,16,SOn,SOn,0.9148936170212766
2,false,21,F,F,0.023809523809523808
2,false,26,Fn,Fn,0.88
3,true,5,Tn,Tn+1,0.975609756097561
3,false,8,F,F,0.03225806451612903
3,false,14,SOn,SOn,0.75
3,false,16,Fn,Fn+1,0.07547169811320754
3,false,17,Tn,Tn,1.0
3,false,19,Tn,Tn,0.9838709677419355
3,false,29,Fn,Fn,0.7560975609756098
4,false,10,SOn,SOn,0.8679245283018868
4,true,15,Tn,Tn+1,0.8048780487804879
4,false,16,Fn,Fn+1,0.07407407407407407
4,false,20,Fn,Fn+1,0.047619047619047616
4,false,28,SOn,SOn,0.8666666666666667
4,false,30,Fn,Fn,0.8571428571428571
5,false,9,F,F,0.0
5,true,14,Tn,Tn+1,0.825
5,false,19,Tn,Tn,0.9387755102040817
5,false,27,Fn,Fn,0.8372093023255814
6,false,1,SOn,SOn,0.6666666666666666
6,false,16,Fn,Fn,0.8
6,false,17,Tn,Tn,0.98
6,false,23,Fn,Fn+1,0.10526315789473684
7,false,3,Fn,Fn+1,0.0
7,false,10,F,F,0.05555555555555555
7,true,22,Tn,Tn+1,0.8913043478260869
8,true,8,Tn,Tn+1,0.875
8,false,9,Tn,Tn,0.9433962264150944
8,false,14,Tn,Tn,1.0
8,false,23,Fn,Fn+1,0.03333333333333333
9,false,15,F,F,0.0
9,false,16,SOn,SOn,0.6382978723404256
9,true,18,Tn,Tn+1,0.9692307692307692
9,false,23,Fn,Fn+1,0.09259259259259259
10,true,1,Tn,Tn+1,0.7454545454545455
10,false,13,F,F,0.03773584905660377
10,true,15,Tn,Tn+1,0.9183673469387755
10,false,21,Fn,Fn+1,0.07692307692307693
10,false,27,Fn,Fn+1,0.11320754716981132
2,false,16,Fn,Fn+1,0.0392156862745098
2,false,22,F,F,0.03773584905660377
2,false,26,SOn,SOn,0.9384615384615385
2,false,28,Tn,Tn,1.0
2,false,29,Fn,Fn,0.8823529411764706
3,false,5,Fn,Fn+1,0.017543859649122806
3,true,19,Tn,Tn+1,0.82
4,false,4,Fn,Fn+1,0.0
4,false,5,Fn,Fn,0.76
4,false,16,SOn,SOn,0.8
4,false,18,Fn,Fn,0.8125
5,false,13,Fn,Fn+1,0.044444444444444446
5,false,17,SOn,SOn,0.7647058823529411
5,false,28,Tn,Tn,0.9387755102040817
6,true,22,Tn,Tn+1,0.8823529411764706
6,false,25,Fn,Fn+1,0.09302325581395349
6,false,26,Fn,Fn,0.8222222222222222
6,false,30,Fn,Fn,0.86
7,false,8,SOn,SOn,0.7346938775510204
7,false,25,Fn,Fn,0.7115384615384616
8,false,5,Tn,Tn,0.9111111111111111
8,false,15,F,F,0.061224489795918366
8,true,20,Tn,Tn+1,0.8571428571428571
8,false,30,Tn,Tn,0.9056603773584906
9,false,1,SOn,SOn,0.56
9,true,14,Tn,Tn+1,0.9555555555555556
9,true,26,Tn,Tn+1,0.9272727272727272
10,false,7,F,F,0.03571428571428571
10,false,12,SOn,SOn,0.717948717948718
10,true,17,Tn,Tn+1,0.9183673469387755
10,false,28,SOn,SOn,0.8043478260869565
2,false,8,Fn,Fn,0.782608695652174
2,false,11,Tn,Tn,0.9836065573770492
2,false,20,SOn,SOn,0.9387755102040817
3,true,4,Tn,Tn+1,0.8611111111111112
3,false,17,F,F,0.016129032258064516
3,false,18,Tn,Tn,1.0
3,true,23,Tn,Tn+1,0.8363636363636363
4,false,2,SOn,SOn,0.8297872340425532
4,false,6,Tn,Tn,0.9772727272727273
4,false,17,F,F,0.11363636363636363
4,false,18,Fn,Fn+1,0.034482758620689655
4,false,22,Fn,Fn+1,0.044444444444444446
4,false,26,F,F,0.04878048780487805
5,false,2,SOn,SOn,0.6981132075471698
5,false,5,F,F,0.0
5,false,6,Fn,Fn,0.7659574468085106
5,false,7,Fn,Fn,0.7735849056603774
5,false,18,Tn,Tn,0.9649122807017544
5,false,22,Fn,Fn+1,0.02040816326530612
5,false,28,F,F,0.04878048780487805
6,true,3,Tn,Tn+1,0.9272727272727272
6,false,11,F,F,0.08695652173913043
6,false,20,Fn,Fn,0.676923076923077
6,false,28,Fn,Fn+1,0.07692307692307693
7,false,4,Fn,Fn+1,0.04
7,true,11,Tn,Tn+1,0.8367346938775511
7,true,17,Tn,Tn+1,0.9661016949152542
8,false,2,Fn,Fn,0.6382978723404256
8,false,25,Tn,Tn,0.9833333333333333
9,false,7,F,F,0.0625
9,false,12,SOn,SOn,0.6444444444444445
10,false,10,Tn,Tn,0.9130434782608695
10,false,24,Fn,Fn,0.7288135593220338
1,true,24,Tn,Tn+1,0.9148936170212766
2,false,19,SOn,SOn,0.9047619047619048
2,false,20,Tn,Tn,1.0
2,true,26,Tn,Tn+1,0.8979591836734694
2,false,30,Fn,Fn+1,0.037037037037037035
3,false,2,Fn,Fn,0.6730769230769231
3,false,6,Fn,Fn+1,0.05172413793103448
3,true,26,Tn,Tn+1,0.875
3,false,27,F,F,0.021739130434782608
3,false,28,SOn,SOn,0.875
4,true,14,Tn,Tn+1,0.8913043478260869
4,false,17,Fn,Fn,0.7948717948717948
4,false,20,F,F,0.05263157894736842
5,false,21,Fn,Fn,0.7727272727272727
5,false,24,Fn,Fn+1,0.01818181818181818
6,false,3,Fn,Fn+1,0.057692307692307696
6,false,9,SOn,SOn,0.7894736842105263
7,false,3,Tn,Tn,0.9512195121951219
7,false,6,Fn,Fn,0.7608695652173914
7,false,8,Fn,Fn+1,0.043478260869565216
7,false,20,Fn,Fn,0.7083333333333334
8,false,10,F,F,0.0
9,false,25,Fn,Fn,0.7636363636363637
9,false,28,Fn,Fn+1,0.14893617021276595
10,false,13,Fn,Fn,0.7567567567567568
10,false,18,Fn,Fn+1,0.016666666666666666
1,true,11,Tn,Tn+1,0.9830508474576272
1,true,14,Tn,Tn+1,0.9767441860465116
2,false,9,Tn,Tn,0.9795918367346939
2,false,15,F,F,0.04081632653061224
2,false,29,Fn,Fn+1,0.020833333333333332
3,true,9,Tn,Tn+1,0.9333333333333333
3,false,14,Fn,Fn,0.75
3,false,17,SOn,SOn,0.8
3,false,22,SOn,SOn,0.8636363636363636
4,false,7,SOn,SOn,0.8421052631578947
4,true,9,Tn,Tn+1,0.875
4,false,24,SOn,SOn,0.8297872340425532
5,false,4,Fn,Fn+1,0.0425531914893617
5,false,9,Tn,Tn,0.9629629629629629
5,false,16,SOn,SOn,0.7966101694915254
5,false,25,SOn,SOn,0.8055555555555556
5,true,28,Tn,Tn+1,0.8863636363636364
6,false,8,SOn,SOn,0.7575757575757576
6,true,18,Tn,Tn+1,0.8571428571428571
6,false,25,Tn,Tn,0.9791666666666666
6,false,28,F,F,0.12727272727272726
7,false,5,F,F,0.0
9,false,6,Fn,Fn+1,0.05263157894736842
9,false,7,SOn,SOn,0.7391304347826086
9,false,13,F,F,0.03636363636363636
9,false,24,Fn,Fn,0.7307692307692307
9,false,29,SOn,SOn,0.6875
10,false,2,Fn,Fn+1,0.0
10,false,30,Tn,Tn,0.8979591836734694
2,false,11,SOn,SOn,0.9
2,false,12,Tn,Tn,0.9629629629629629
3,true,16,Tn,Tn+1,0.9183673469387755
3,false,25,Fn,Fn+1,0.0196078431372549
3,false,27,SOn,SOn,0.8703703703703703
4,true,12,Tn,Tn+1,0.8888888888888888
4,false,22,F,F,0.05454545454545454
5,true,6,Tn,Tn+1,0.8703703703703703
5,false,14,Fn,Fn,0.7627118644067796
5,false,15,SOn,SOn,0.8541666666666666
5,false,25,Fn,Fn,0.8070175438596491
5,false,29,F,F,0.17391304347826086
6,false,2,Fn,Fn,0.782608695652174
6,false,12,Fn,Fn,0.7758620689655172
6,false,14,SOn,SOn,0.75
7,false,3,Fn,Fn,0.8333333333333334
7,false,15,SOn,SOn,0.7884615384615384
8,true,1,Tn,Tn+1,0.803921568627451
8,false,5,F,F,0.07692307692307693
8,false,15,Fn,Fn,0.7254901960784313
8,true,27,Tn,Tn+1,0.8653846153846154
8,false,30,Fn,Fn,0.6666666666666666
9,false,4,Fn,Fn+1,0.05555555555555555
9,false,19,Fn,Fn,0.6458333333333334
9,false,23,Tn,Tn,0.9215686274509803
9,false,29,Tn,Tn,0.9629629629629629
9,false,30,SOn,SOn,0.7454545454545455
10,true,2,Tn,Tn+1,0.8135593220338984
10,false,11,Fn,Fn+1,0.020833333333333332
10,false,13,SOn,SOn,0.7708333333333334
2,false,2,Fn,Fn+1,0.0
2,false,18,F,F,0.08695652173913043
2,false,24,Tn,Tn,1.0
3,false,16,Fn,Fn,0.8867924528301887
4,false,1,Tn,Tn,0.953125
4,false,17,SOn,SOn,0.9387755102040817
4,true,25,Tn,Tn+1,0.9285714285714286
4,false,28,Fn,Fn,0.803921568627451
5,false,4,Fn,Fn,0.7115384615384616
5,true,5,Tn,Tn+1,0.8823529411764706
5,false,30,Tn,Tn,1.0
6,false,12,Fn,Fn+1,0.02631578947368421
6,true,27,Tn,Tn+1,0.9230769230769231
7,false,1,Tn,Tn,0.9166666666666666
7,false,9,Fn,Fn,0.6851851851851852
7,true,15,Tn,Tn+1,0.8823529411764706
7,false,17,Tn,Tn,0.94
8,true,4,Tn,Tn+1,0.8648648648648649
8,true,7,Tn,Tn+1,0.9591836734693877
8,false,14,Fn,Fn+1,0.018518518518518517
8,false,17,SOn,SOn,0.7
8,false,18,Fn,Fn+1,0.0
9,false,24,F,F,0.022222222222222223
9,false,28,F,F,0.11320754716981132
10,false,3,Fn,Fn+1,0.0
10,false,11,Tn,Tn,0.8518518518518519
10,false,15,Fn,Fn,0.7407407407407407
2,false,13,Fn,Fn+1,0.0
2,false,18,Tn,Tn,1.0
3,false,6,F,F,0.0
3,false,9,Fn,Fn+1,0.0625
3,false,10,SOn,SOn,0.8181818181818182
4,false,9,Tn,Tn,0.9795918367346939
4,false,25,F,F,0.12244897959183673
4,false,27,Fn,Fn,0.7192982456140351
5,false,20,Tn,Tn,0.8837209302325582
5,false,25,F,F,0.05
6,true,10,Tn,Tn+1,0.8723404255319149
6,false,12,SOn,SOn,0.6607142857142857
6,false,23,SOn,SOn,0.7017543859649122
7,false,12,Tn,Tn,1.0
7,false,30,SOn,SOn,0.8333333333333334
8,false,3,F,F,0.05454545454545454
8,false,9,Fn,Fn,0.7818181818181819
8,false,18,Fn,Fn,0.8269230769230769
9,true,4,Tn,Tn+1,0.8478260869565217
9,false,21,F,F,0.12244897959183673
10,false,9,SOn,SOn,0.625
10,false,18,F,F,0.10256410256410256
1,false,5,Fn,Fn+1,0.03571428571428571
2,false,13,SOn,SOn,0.8775510204081632
3,false,30,Fn,Fn,0.8947368421052632
4,false,6,Fn,Fn,0.7704918032786885
4,false,15,F,F,0.057692307692307696
6,false,5,Tn,Tn,0.95
6,false,14,F,F,0.02040816326530612
7,true,13,Tn,Tn+1,0.875
7,false,17,Fn,Fn,0.8076923076923077
7,true,18,Tn,Tn+1,0.8363636363636363
8,false,14,SOn,SOn,0.6481481481481481
9,false,18,Tn,Tn,0.96
2,true,20,Tn,Tn+1,0.8507462686567164
2,true,25,Tn,Tn+1,0.8541666666666666
3,false,19,SOn,SOn,0.9024390243902439
4,false,29,F,F,0.07017543859649122
5,false,11,Fn,Fn+1,0.017241379310344827
5,false,12,SOn,SOn,0.8333333333333334
5,false,27,Tn,Tn,0.9743589743589743
6,false,2,SOn,SOn,0.7230769230769231
6,false,6,Tn,Tn,0.9807692307692307
6,true,11,Tn,Tn+1,0.8775510204081632
6,false,22,F,F,0.043478260869565216
7,false,11,Fn,Fn+1,0.07692307692307693
7,false,21,Tn,Tn,0.9375
8,false,21,Fn,Fn+1,0.02
10,false,7,Fn,Fn,0.5208333333333334
10,false,25,F,F,0.09302325581395349
1,true,8,Tn,Tn+1,0.9019607843137255
1,true,25,Tn,Tn+1,0.9777777777777777
2,false,4,Tn,Tn,1.0
2,true,16,Tn,Tn+1,0.9130434782608695
2,false,18,Fn,Fn+1,0.05555555555555555
2,false,27,F,F,0.023809523809523808
3,false,11,Fn,Fn,0.8181818181818182
5,false,14,Tn,Tn,0.9180327868852459
6,false,1,Fn,Fn,0.627906976744186
6,true,6,Tn,Tn+1,0.8857142857142857
6,true,7,Tn,Tn+1,0.9038461538461539
7,false,4,F,F,0.022727272727272728
7,false,7,SOn,SOn,0.7818181818181819
7,false,25,SOn,SOn,0.7708333333333334
8,true,2,Tn,Tn+1,0.8135593220338984
8,false,19,F,F,0.044444444444444446
8,false,29,Fn,Fn+1,0.05
9,false,22,Tn,Tn,0.9512195121951219
10,true,6,Tn,Tn+1,0.9534883720930233
10,false,14,Tn,Tn,0.896551724137931
10,false,21,SOn,SOn,0.72
1,false,14,Fn,Fn+1,0.019230769230769232
2,false,23,Fn,Fn,0.7884615384615384
2,false,28,Fn,Fn,0.86
3,false,2,SOn,SOn,0.7083333333333334
4,false,20,SOn,SOn,0.75
5,true,13,Tn,Tn+1,0.8545454545454545
6,false,15,Tn,Tn,0.9487179487179487
6,false,19,Fn,Fn+1,0.07692307692307693
7,false,13,F,F,0.06521739130434782
8,false,1,Tn,Tn,0.8888888888888888
8,false,29,F,F,0.057692307692307696
1,false,17,Fn,Fn+1,0.0
2,false,25,SOn,SOn,0.8888888888888888
3,false,4,Fn,Fn,0.8695652173913043
3,false,18,Fn,Fn+1,0.045454545454545456
3,false,22,Tn,Tn,0.9833333333333333
4,true,22,Tn,Tn+1,0.9183673469387755
6,false,9,F,F,0.057692307692307696
6,false,15,F,F,0.06382978723404255
6,false,24,Fn,Fn+1,0.07407407407407407
7,true,5,Tn,Tn+1,0.8958333333333334
7,false,6,F,F,0.047619047619047616
8,false,15,SOn,SOn,0.7924528301886793
8,false,24,Fn,Fn+1,0.023809523809523808
9,false,2,F,F,0.08333333333333333
9,false,3,Fn,Fn+1,0.04
10,false,26,Fn,Fn,0.7321428571428571
10,true,28,Tn,Tn+1,0.9
5,false,8,Fn,Fn+1,0.024390243902439025
